id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
39057,"Greene County, Ohio",105339,40743,18742,27497,34288,50937,72500
39059,"Guernsey County, Ohio",27350,28983,19078,26600,29848,40755,57487
39061,"Hamilton County, Ohio",531556,36477,19466,28342,32068,49459,65966
39063,"Hancock County, Ohio",50124,34031,22122,29499,31918,46471,63153
39065,"Hardin County, Ohio",19401,29809,13750,26423,35637,41913,50465
39067,"Harrison County, Ohio",11261,27416,10810,27330,29364,38640,43875
39069,"Henry County, Ohio",18999,32385,27729,28346,31897,45703,55186
39071,"Highland County, Ohio",29092,30123,20139,27469,30715,42741,53509
39073,"Hocking County, Ohio",20086,31354,17047,27817,31590,43186,54038
39075,"Holmes County, Ohio",24024,29617,29174,27493,25894,34565,60648
39077,"Huron County, Ohio",39489,31878,15325,30928,31725,40318,62514
39079,"Jackson County, Ohio",22239,29702,17272,25385,31485,40052,52840
39081,"Jefferson County, Ohio",48532,30418,17385,27130,30224,42422,48788
39083,"Knox County, Ohio",39294,32354,22852,27826,34629,41908,56702
39085,"Lake County, Ohio",162353,37685,18941,30415,37244,50436,67696
39087,"Lawrence County, Ohio",42829,30773,18285,27127,31475,41564,52591
39089,"Licking County, Ohio",111603,35593,20964,28410,34595,53398,63011
39091,"Logan County, Ohio",30790,31174,21289,29541,31350,48358,53846
39093,"Lorain County, Ohio",204697,34988,18347,27218,35423,49212,66446
39095,"Lucas County, Ohio",288359,31956,17381,25422,30904,44787,58924
39097,"Madison County, Ohio",30091,33412,16599,30272,34013,50984,65980
39099,"Mahoning County, Ohio",166568,29811,15074,23796,28460,42478,56633
39101,"Marion County, Ohio",46142,31169,17922,28100,31517,43088,53636
39103,"Medina County, Ohio",118086,40293,23516,30267,37785,54540,71341
39105,"Meigs County, Ohio",16475,27962,14740,22815,31923,41705,44359
39107,"Mercer County, Ohio",27047,33379,25089,30667,33933,42901,56127
39109,"Miami County, Ohio",70651,32947,23502,28246,31756,49776,64326
39111,"Monroe County, Ohio",10511,28615,21447,25529,30803,35417,36767
39113,"Montgomery County, Ohio",361647,31989,17422,25643,30400,46318,64436
39115,"Morgan County, Ohio",10469,27574,11667,24881,34368,32768,51375
39117,"Morrow County, Ohio",23440,32293,18061,31312,33125,42752,56767
39119,"Muskingum County, Ohio",57524,29483,19750,25294,30029,45970,51752
39121,"Noble County, Ohio",10833,20848,6333,22473,21233,47361,49509
39123,"Ottawa County, Ohio",30255,33611,16113,26878,35290,46250,60250
39125,"Paulding County, Ohio",13127,30471,19688,26995,31233,42206,56790
39127,"Perry County, Ohio",23773,30127,19469,27097,31792,42576,51127
39129,"Pickaway County, Ohio",37911,35352,21380,30560,35812,55855,62907
39131,"Pike County, Ohio",19241,30346,19010,26005,31783,44306,57656
39133,"Portage County, Ohio",102657,34412,22091,30165,32850,47196,59005
39135,"Preble County, Ohio",28744,31430,16806,28236,33429,44950,58015
39137,"Putnam County, Ohio",22694,35830,22788,31388,35506,52474,53916
39139,"Richland County, Ohio",85700,30565,17189,25956,31280,43110,57098
39141,"Ross County, Ohio",54340,32275,16688,30035,33262,44694,62202
39143,"Sandusky County, Ohio",41286,32317,14862,31051,32386,43700,57295
39145,"Scioto County, Ohio",53448,30251,16056,24353,30692,37160,57733
39147,"Seneca County, Ohio",37171,31015,18441,28134,31299,42767,57055
39149,"Shelby County, Ohio",32228,33152,21771,30898,35778,44310,60763
39151,"Stark County, Ohio",257384,31218,16137,25847,30418,45217,61393
39153,"Summit County, Ohio",370622,35677,19302,28203,32041,50576,64581
39155,"Trumbull County, Ohio",146596,30615,20561,25995,30617,42140,58842
39157,"Tuscarawas County, Ohio",63607,30066,21681,25957,31248,40557,55075
39159,"Union County, Ohio",34676,41337,15369,30993,39002,59694,75281
39161,"Van Wert County, Ohio",19482,31281,19405,26990,31436,45219,57330
39163,"Vinton County, Ohio",9055,27813,17350,29271,28155,31129,46800
39165,"Warren County, Ohio",142154,45016,24189,31444,37700,63212,76217
39167,"Washington County, Ohio",43337,30807,15353,26530,30203,44782,59384
39169,"Wayne County, Ohio",74334,31624,24819,28638,30553,41800,56953
39171,"Williams County, Ohio",25949,29560,21339,25983,30203,46064,52061
39173,"Wood County, Ohio",78405,35891,22834,28931,33444,46360,58604
39175,"Wyandot County, Ohio",15488,30448,16923,29615,30411,39531,51429
40001,"Adair County, Oklahoma",14342,24366,16659,23166,24202,36915,48906
40003,"Alfalfa County, Oklahoma",4313,25045,13889,20000,21452,43049,38636
40005,"Atoka County, Oklahoma",9601,25284,14652,22246,25795,35906,42167
40007,"Beaver County, Oklahoma",3768,32767,25000,28137,35862,40052,51136
40009,"Beckham County, Oklahoma",14912,31813,22708,26965,31207,43277,41288
40011,"Blaine County, Oklahoma",7140,26480,20347,23352,24630,39395,42857
40013,"Bryan County, Oklahoma",28215,28421,20822,24863,26839,40254,46575
40015,"Caddo County, Oklahoma",19517,28152,14679,23853,30569,37003,47007
40017,"Canadian County, Oklahoma",78071,38046,26385,30477,36804,47706,52011
40019,"Carter County, Oklahoma",31792,30068,19638,25758,30090,42480,50472
40021,"Cherokee County, Oklahoma",29321,29001,20125,23648,28664,36034,46713
40023,"Choctaw County, Oklahoma",10247,26438,12451,26109,22857,38901,44509
40025,"Cimarron County, Oklahoma",1698,28514,22604,24750,25577,47708,44375
40027,"Cleveland County, Oklahoma",162780,36535,21705,29322,35493,43334,54460
40029,"Coal County, Oklahoma",3931,25505,18778,22577,26307,36042,41726
40031,"Comanche County, Oklahoma",76684,30727,15353,25676,30608,43064,55109
40033,"Cotton County, Oklahoma",4150,30133,9091,27167,26915,46250,56250
40035,"Craig County, Oklahoma",10339,26401,20082,25250,26362,43239,61705
40037,"Creek County, Oklahoma",47339,32274,21145,30026,32938,39458,48333
40039,"Custer County, Oklahoma",16544,30908,19695,26365,26685,41129,47048
40041,"Delaware County, Oklahoma",29280,25689,18750,22730,24290,40225,57019
40043,"Dewey County, Oklahoma",3288,34120,16023,33519,32319,37625,42188
40045,"Ellis County, Oklahoma",2897,35133,17083,33125,31467,41058,47308
40047,"Garfield County, Oklahoma",40074,30511,17979,26938,30457,40835,49281
40049,"Garvin County, Oklahoma",18547,30685,22368,26960,30403,39543,41978
40051,"Grady County, Oklahoma",35065,32384,22135,28210,33446,42315,46419
40053,"Grant County, Oklahoma",3188,32500,20375,27391,31354,40404,45662
40055,"Greer County, Oklahoma",4462,25979,15571,26570,27614,41250,26488
40057,"Harmon County, Oklahoma",1909,18242,13278,15909,23063,37266,35000
40059,"Harper County, Oklahoma",2536,30578,26563,28984,25417,48500,36635
40061,"Haskell County, Oklahoma",8615,26505,18380,26753,25201,39024,48750
40063,"Hughes County, Oklahoma",9714,24778,15583,22188,24071,38380,50100
40065,"Jackson County, Oklahoma",16539,30248,17412,24095,31024,41228,59871
40067,"Jefferson County, Oklahoma",4409,25801,16847,22409,28344,39209,55625
40069,"Johnston County, Oklahoma",7322,27689,15574,28214,24384,37270,42500
40071,"Kay County, Oklahoma",30477,28065,19264,24865,27050,39109,46615
40073,"Kingfisher County, Oklahoma",9899,33844,29668,32088,31838,39417,51417
40075,"Kiowa County, Oklahoma",6486,26994,12364,26019,25829,36324,48889
40077,"Latimer County, Oklahoma",7251,30577,25455,30521,29430,31319,57321
40079,"Le Flore County, Oklahoma",33428,26989,17058,25268,27137,39390,49779
40081,"Lincoln County, Oklahoma",23108,29748,19463,26990,31630,41290,48375
40083,"Logan County, Oklahoma",28052,34232,18169,27713,36349,43157,66497
40085,"Love County, Oklahoma",6431,27103,20714,23983,28152,35429,36875
40087,"McClain County, Oklahoma",23043,35353,20244,29171,35769,42859,51493
40089,"McCurtain County, Oklahoma",21685,25715,22559,22505,25385,35030,46172
40091,"McIntosh County, Oklahoma",14706,26813,20754,23486,26218,38429,43681
40093,"Major County, Oklahoma",5262,32728,25915,30593,31552,37406,47917
40095,"Marshall County, Oklahoma",10898,26517,20068,25651,26145,35598,45907
40097,"Mayes County, Oklahoma",27307,31101,18204,27341,30641,37309,51619
40099,"Murray County, Oklahoma",9195,30748,23901,26935,30012,41436,44167
40101,"Muskogee County, Oklahoma",46645,28288,16475,25830,26970,40535,47182
40103,"Noble County, Oklahoma",7855,30638,17303,27977,30659,36926,57857
40105,"Nowata County, Oklahoma",7275,30175,20203,27297,31858,34643,39375
40107,"Okfuskee County, Oklahoma",8376,26665,15278,22950,26075,42123,48304
40109,"Oklahoma County, Oklahoma",472276,31678,18826,24690,30543,44811,58317
40111,"Okmulgee County, Oklahoma",26170,29444,16764,27109,29073,37080,56735
40113,"Osage County, Oklahoma",32726,33960,19765,30890,33277,42825,50549
40115,"Ottawa County, Oklahoma",20966,25622,18468,22575,26102,37038,51298
40117,"Pawnee County, Oklahoma",11318,30586,24517,26293,30279,40679,49196
40119,"Payne County, Oklahoma",41672,30487,17802,24147,28063,36230,40876
40121,"Pittsburg County, Oklahoma",31770,29564,16947,24659,31309,40998,42870
40123,"Pontotoc County, Oklahoma",24037,30426,18547,26451,25358,36994,45706
40125,"Pottawatomie County, Oklahoma",45652,30539,19725,26976,29345,38052,54087
40127,"Pushmataha County, Oklahoma",8013,22422,13297,20613,22188,40625,45777
40129,"Roger Mills County, Oklahoma",2529,32021,32500,29432,35086,32386,38611
40131,"Rogers County, Oklahoma",57632,38723,23261,33247,39224,49862,59507
40133,"Seminole County, Oklahoma",16662,25875,17523,22539,25675,34136,42702
40135,"Sequoyah County, Oklahoma",27998,28752,18760,24241,31340,39774,44710
40137,"Stephens County, Oklahoma",30609,30959,19322,27161,28172,43005,51633
40139,"Texas County, Oklahoma",12738,30021,26500,28462,25568,37959,58015
40141,"Tillman County, Oklahoma",5197,26497,20119,26241,25777,41250,34444
40143,"Tulsa County, Oklahoma",395598,33615,20190,26353,32009,46443,58002
40145,"Wagoner County, Oklahoma",48907,35942,25789,30477,35136,46951,55313
40147,"Washington County, Oklahoma",34939,32596,21790,25699,32151,47333,55708
40149,"Washita County, Oklahoma",7737,33338,26681,32567,30617,37417,48281
40151,"Woods County, Oklahoma",5594,32807,22596,22439,32723,34854,53188
40153,"Woodward County, Oklahoma",13630,32021,20319,30605,30789,45954,46683
41001,"Baker County, Oregon",11771,26648,20165,24606,26405,31990,32313
41003,"Benton County, Oregon",51046,33516,20868,24196,27510,37516,54300
41005,"Clackamas County, Oregon",262115,40085,24789,32132,36766,54244,64779
41007,"Clatsop County, Oregon",26486,27239,16341,23006,26450,36663,42222
41009,"Columbia County, Oregon",34091,35917,21223,31835,37181,47500,60526
41011,"Coos County, Oregon",46121,25148,17328,23083,24942,34865,53391
41013,"Crook County, Oregon",15258,25735,17917,21941,27729,35556,57422
41015,"Curry County, Oregon",17533,24771,16650,23750,23713,36198,48393
41017,"Deschutes County, Oregon",112722,30427,17142,24766,27373,41936,51693
41019,"Douglas County, Oregon",77707,26396,15405,22975,26102,40819,50493
41021,"Gilliam County, Oregon",1424,32245,40039,27202,33625,33750,65938
41023,"Grant County, Oregon",5530,21402,10350,19540,23603,22500,36250
41025,"Harney County, Oregon",5191,25196,24792,21313,24602,33000,34531
41027,"Hood River County, Oregon",14900,28296,22156,25498,30744,35146,48160
41029,"Jackson County, Oregon",143493,27576,17859,23546,27462,36688,51194
41031,"Jefferson County, Oregon",14211,26513,19260,23396,27583,39120,36953
41033,"Josephine County, Oregon",60084,24240,21086,20913,23386,31856,58048
41035,"Klamath County, Oregon",45499,26867,16672,23663,25526,40988,58188
41037,"Lake County, Oregon",5909,22390,16875,20161,25107,50464,44348
41039,"Lane County, Oregon",238052,29468,19917,25292,27547,35347,47350
41041,"Lincoln County, Oregon",35109,26463,18403,24264,27425,35376,34357
41043,"Linn County, Oregon",79592,29975,19375,27623,29373,40877,47131
41045,"Malheur County, Oregon",20118,24059,16901,20592,26782,33421,46779
41047,"Marion County, Oregon",203950,29037,18634,26059,29599,45014,55606
41049,"Morrow County, Oregon",7116,29299,23730,26056,35216,43906,39476
41051,"Multnomah County, Oregon",526883,34325,18837,26390,30491,41937,60115
41053,"Polk County, Oregon",48301,33964,20106,29544,34227,40196,53644
41055,"Sherman County, Oregon",1344,26585,14375,19632,27027,39602,36250
41057,"Tillamook County, Oregon",18726,29468,15940,28385,29515,32791,48108
41059,"Umatilla County, Oregon",48959,28257,21915,26944,30754,36516,57716
41061,"Union County, Oregon",17113,29000,15303,26863,26044,38899,55755
41063,"Wallowa County, Oregon",5255,25648,13958,23672,22401,32353,35733
41065,"Wasco County, Oregon",17485,27365,15508,25600,30404,43084,53370
41067,"Washington County, Oregon",358891,39014,19211,27263,34788,53559,70215
41069,"Wheeler County, Oregon",1051,24732,23309,18750,31125,26563,42917
41071,"Yamhill County, Oregon",64797,32465,19209,28537,33275,44009,58109
42001,"Adams County, Pennsylvania",69391,34614,24830,30998,35930,46346,60068
42003,"Allegheny County, Pennsylvania",866479,37858,16807,27034,32568,48572,63142
42005,"Armstrong County, Pennsylvania",49903,31647,18393,27956,31276,45955,60781
42007,"Beaver County, Pennsylvania",122488,34179,18141,28569,34121,46100,60618
42009,"Bedford County, Pennsylvania",35434,30002,26712,26104,31194,38560,50927
42011,"Berks County, Pennsylvania",273878,36207,21231,31391,35934,50378,62849
42013,"Blair County, Pennsylvania",88628,30571,17785,25452,31144,41991,56713
42015,"Bradford County, Pennsylvania",43875,31277,22577,27734,31088,40346,60565
42017,"Bucks County, Pennsylvania",437077,45137,25101,34268,41690,57860,81277
42019,"Butler County, Pennsylvania",127074,38642,19297,27820,35804,53457,69937
42021,"Cambria County, Pennsylvania",101261,30501,17659,24927,30922,41594,56472
42023,"Cameron County, Pennsylvania",3741,30603,25250,29712,25859,45455,56328
42025,"Carbon County, Pennsylvania",47121,31790,20672,27582,31688,46307,56115
42027,"Centre County, Pennsylvania",86456,34901,23859,28707,30710,42412,57635
42029,"Chester County, Pennsylvania",335250,50245,24327,33628,42070,62195,89020
42031,"Clarion County, Pennsylvania",25875,30353,21745,26999,30349,39769,56000
42033,"Clearfield County, Pennsylvania",58874,27782,17557,25589,30195,38602,49226
42035,"Clinton County, Pennsylvania",24992,30830,25247,27655,30924,39923,57644
42037,"Columbia County, Pennsylvania",43898,32151,22785,28258,31390,46806,56782
42039,"Crawford County, Pennsylvania",60132,28441,20478,25862,27880,39706,50494
42041,"Cumberland County, Pennsylvania",163630,39325,22540,30623,36450,51806,69383
42043,"Dauphin County, Pennsylvania",184560,37809,20664,30602,35752,48509,63255
42045,"Delaware County, Pennsylvania",372184,42429,21529,31622,38121,55669,74595
42047,"Elk County, Pennsylvania",23291,31993,18537,29807,31912,45046,49432
42049,"Erie County, Pennsylvania",185412,31530,16448,26431,31188,41556,54893
42051,"Fayette County, Pennsylvania",98305,28910,14806,25894,30215,40493,54337
42053,"Forest County, Pennsylvania",5942,23564,25000,21268,24760,32500,51538
42055,"Franklin County, Pennsylvania",103050,35404,23410,31529,37625,46148,57799
42057,"Fulton County, Pennsylvania",10396,31332,23611,28259,34407,50865,54324
42059,"Greene County, Pennsylvania",27112,30372,17938,26187,29734,48373,47893
42061,"Huntingdon County, Pennsylvania",32379,28011,17148,26074,29347,41961,54944
42063,"Indiana County, Pennsylvania",56386,31089,21060,26723,31666,36690,60368
